frame,timestamp,track_id,x1,y1,x2,y2,confidence
13,0.433,6,839.2,190.6,917.5,371.8,0.7993
13,0.433,7,930.8,177.6,958.8,323.2,0.6867
13,0.433,18,941.3,175.2,959.5,321.4,0.3630
14,0.467,1,9.2,116.7,89.3,461.3,0.8960
14,0.467,2,659.6,230.9,695.8,330.7,0.5265
14,0.467,3,151.3,241.7,190.4,350.9,0.3759
14,0.467,5,51.6,242.0,98.0,375.1,0.4757
14,0.467,6,838.7,190.0,917.2,371.8,0.7599
14,0.467,7,929.8,177.0,959.9,334.4,0.6635
14,0.467,18,939.9,171.4,960.0,335.0,0.3436
14,0.467,19,903.4,221.3,931.7,307.2,0.4051
14,0.467,4,644.6,269.6,668.8,329.8,0.4456
15,0.500,1,9.4,116.8,91.0,459.7,0.8924
15,0.500,2,660.4,231.5,696.5,331.0,0.5747
15,0.500,3,150.9,237.2,191.7,350.8,0.3133
15,0.500,5,51.9,241.0,98.2,374.7,0.2843
15,0.500,6,836.2,189.6,914.2,371.7,0.6616
15,0.500,7,929.3,174.7,960.0,338.2,0.6349
15,0.500,16,673.6,234.3,699.6,327.8,0.3540
15,0.500,18,939.3,167.0,960.0,339.9,0.3300
15,0.500,19,904.6,221.6,933.0,307.8,0.5108
15,0.500,4,644.9,270.1,669.3,331.5,0.4641
16,0.533,1,9.7,116.6,92.7,457.6,0.8991
16,0.533,2,660.7,231.7,696.5,330.9,0.5043
16,0.533,3,154.9,241.0,194.4,351.1,0.3247
16,0.533,5,54.3,242.2,99.2,373.5,0.3022
16,0.533,6,829.5,190.2,904.4,370.8,0.6309
16,0.533,7,928.7,172.6,960.0,341.4,0.6976
16,0.533,16,674.3,235.0,700.5,328.7,0.3946
16,0.533,19,905.2,221.8,933.2,306.8,0.4653
16,0.533,4,645.3,270.6,669.5,332.1,0.4710
16,0.533,20,647.6,230.0,670.5,331.1,0.3652
16,0.533,8,864.4,194.6,921.6,370.6,0.4026
17,0.567,1,10.8,115.8,95.9,456.0,0.9170
17,0.567,2,663.4,232.3,699.0,330.6,0.4689
17,0.567,3,159.2,249.7,196.4,352.0,0.4950
17,0.567,6,825.2,189.3,898.9,371.6,0.6836
17,0.567,7,926.9,171.0,960.0,361.3,0.6951
17,0.567,16,676.6,236.7,702.7,328.8,0.4087
17,0.567,19,905.5,221.4,934.1,308.0,0.5053
17,0.567,4,645.7,271.0,669.5,332.3,0.4631
17,0.567,8,864.1,194.0,919.6,370.3,0.4794
18,0.600,1,11.9,115.3,99.2,454.3,0.9345
18,0.600,2,665.0,232.3,700.7,330.6,0.4870
18,0.600,3,158.1,243.4,198.3,352.5,0.5435
18,0.600,6,824.5,188.0,898.6,373.5,0.7259
18,0.600,7,926.7,170.5,960.0,368.7,0.7184
18,0.600,16,679.0,238.9,704.1,327.1,0.4170
18,0.600,19,905.8,222.3,934.1,308.2,0.6173
18,0.600,4,646.5,271.4,669.8,331.9,0.4273
18,0.600,20,648.9,233.6,670.9,331.1,0.2931
18,0.600,8,864.0,196.1,916.9,370.4,0.3869
18,0.600,22,661.7,232.8,689.6,330.5,0.3959
19,0.633,1,13.4,117.1,102.8,453.0,0.9418
19,0.633,2,665.4,231.6,701.8,331.1,0.5866
19,0.633,3,156.5,237.9,199.5,352.8,0.5439
19,0.633,6,821.5,187.8,895.0,375.3,0.7396
19,0.633,7,926.6,170.0,960.0,371.5,0.7611
19,0.633,16,677.9,237.2,704.0,327.0,0.3985
19,0.633,19,905.2,222.7,934.0,310.1,0.6088
19,0.633,4,647.3,271.2,670.3,331.5,0.4220
19,0.633,8,863.4,196.6,915.3,371.2,0.3413
19,0.633,22,662.5,230.8,690.9,330.3,0.3691
20,0.667,1,13.9,118.0,105.8,452.1,0.9414
20,0.667,2,665.5,230.9,702.4,331.3,0.5983
20,0.667,3,155.6,235.4,200.2,352.9,0.5667
20,0.667,6,820.4,188.0,893.0,376.3,0.7719
20,0.667,7,926.6,170.8,960.0,375.6,0.7566
20,0.667,16,677.9,235.5,704.9,326.8,0.3722
20,0.667,19,904.9,221.7,934.0,309.7,0.5811
20,0.667,4,648.2,271.2,671.0,331.4,0.4333
20,0.667,8,864.8,198.2,915.7,372.0,0.3496
20,0.667,24,905.1,184.4,934.7,320.3,0.3504
21,0.700,1,14.2,118.6,108.8,452.2,0.9454
21,0.700,2,665.4,230.9,702.3,331.1,0.6050
21,0.700,3,154.1,232.2,200.6,353.2,0.5967
21,0.700,6,821.6,188.4,893.5,376.3,0.7462
21,0.700,7,926.1,169.4,960.0,378.8,0.7538
21,0.700,16,677.4,234.3,705.3,326.8,0.3335
21,0.700,19,903.9,221.9,933.1,310.6,0.5366
21,0.700,4,648.8,271.3,671.3,331.3,0.4850
21,0.700,8,863.6,195.3,914.9,372.6,0.3651
22,0.733,1,16.8,119.9,114.8,452.0,0.9181
22,0.733,2,665.3,230.4,702.2,330.9,0.6384
22,0.733,3,153.6,230.8,200.9,353.2,0.6491
22,0.733,6,822.2,189.4,894.0,377.4,0.7564
22,0.733,7,925.2,168.6,960.0,381.6,0.7463
22,0.733,19,903.4,222.0,932.2,309.5,0.5338
22,0.733,4,649.9,271.0,672.3,331.1,0.4662
23,0.767,1,20.1,120.4,122.3,451.4,0.9312
23,0.767,2,665.4,230.2,702.4,331.2,0.6307
23,0.767,3,153.8,229.2,201.9,352.9,0.6537
23,0.767,6,820.3,190.2,891.5,378.5,0.7447
23,0.767,7,923.7,168.0,960.0,382.8,0.7843
23,0.767,19,903.4,222.1,931.9,309.2,0.5226
23,0.767,4,650.7,270.9,673.2,331.5,0.5300
23,0.767,8,859.1,195.3,911.2,373.5,0.2841
24,0.800,1,23.8,119.2,131.8,451.7,0.9192
24,0.800,2,665.9,230.5,703.0,331.7,0.6460
24,0.800,3,155.2,229.3,203.2,352.7,0.7256
24,0.800,6,818.1,190.4,889.2,379.7,0.7077
24,0.800,7,920.6,167.7,958.3,383.2,0.8354
24,0.800,19,904.1,221.0,932.6,308.1,0.3223
24,0.800,4,651.2,270.7,673.7,332.0,0.5364
24,0.800,8,851.8,192.8,906.6,374.8,0.4018
25,0.833,1,25.6,119.3,139.1,451.6,0.9188
25,0.833,2,666.0,230.5,703.2,332.0,0.6345
25,0.833,3,156.9,228.7,205.0,352.6,0.7200
25,0.833,6,816.0,190.9,886.7,380.4,0.7331
25,0.833,7,918.6,164.5,957.6,384.2,0.8450
25,0.833,4,651.5,270.9,673.7,331.7,0.4700
25,0.833,8,855.5,194.2,909.6,374.4,0.5416
26,0.867,1,25.7,118.7,144.7,451.5,0.9178
26,0.867,2,666.0,230.6,703.3,332.2,0.6202
26,0.867,3,157.1,225.6,206.3,352.6,0.7339
26,0.867,6,815.3,190.7,885.6,380.7,0.7232
26,0.867,7,918.0,162.8,957.8,385.1,0.8591
26,0.867,4,652.5,272.4,674.6,333.4,0.3884
26,0.867,8,857.3,194.8,910.9,374.3,0.4978
27,0.900,1,28.4,118.1,153.8,451.5,0.9167
27,0.900,2,666.2,230.8,703.5,332.2,0.6386
27,0.900,3,159.0,228.1,207.3,352.9,0.6523
27,0.900,6,813.4,190.8,883.0,381.1,0.7074
27,0.900,7,916.3,160.2,957.3,386.0,0.8599
27,0.900,16,687.0,239.9,710.4,320.4,0.2617
27,0.900,4,653.4,272.6,675.8,334.5,0.5129
27,0.900,8,854.9,193.3,909.2,375.1,0.4214
28,0.933,1,31.6,116.9,164.2,450.9,0.9220
28,0.933,2,666.1,230.9,703.4,332.2,0.5994
28,0.933,3,162.1,240.2,206.2,353.1,0.6629
28,0.933,6,812.0,191.2,880.1,381.4,0.7434
28,0.933,7,915.6,160.2,957.2,386.3,0.8655
28,0.933,16,686.5,241.4,709.7,321.4,0.3357
28,0.933,4,654.2,272.5,676.8,334.9,0.5022
28,0.933,8,854.0,194.1,907.8,375.6,0.4363
29,0.967,1,30.7,115.8,169.9,450.7,0.9194
29,0.967,2,666.4,231.3,703.5,332.1,0.6039
29,0.967,3,164.3,245.3,206.8,352.9,0.4659
29,0.967,6,814.2,189.7,883.0,381.3,0.7477
29,0.967,7,913.9,157.7,956.7,386.7,0.8823
29,0.967,16,686.4,241.8,709.3,321.2,0.2915
29,0.967,4,655.0,272.4,677.6,334.8,0.4862
30,1.000,1,31.9,115.5,177.9,450.4,0.9312
30,1.000,2,666.6,231.7,703.6,331.8,0.6034
30,1.000,3,165.3,248.7,207.1,352.8,0.4018
30,1.000,6,813.2,188.5,882.4,381.2,0.7033
30,1.000,7,913.3,156.7,956.9,386.8,0.8874
30,1.000,16,686.4,242.5,709.2,321.9,0.3363
30,1.000,4,655.4,272.3,678.2,334.7,0.5399
31,1.033,1,30.8,115.2,183.2,450.2,0.9286
31,1.033,2,666.9,232.0,703.9,331.7,0.5326
31,1.033,6,811.7,188.1,880.4,381.2,0.7791
31,1.033,7,911.8,155.8,956.4,387.1,0.8812
31,1.033,16,686.2,242.9,709.1,323.1,0.4103
31,1.033,4,655.9,272.2,678.7,334.4,0.5275
31,1.033,8,851.7,197.6,903.4,374.4,0.3707
32,1.067,1,30.7,117.4,188.4,450.2,0.7970
32,1.067,2,668.1,232.5,705.4,331.7,0.4980
32,1.067,6,813.5,186.4,883.6,381.5,0.7446
32,1.067,7,909.3,154.3,955.3,387.3,0.8814
32,1.067,16,685.8,242.8,709.4,325.7,0.4471
32,1.067,4,657.1,269.9,680.6,333.5,0.5435
33,1.100,1,28.7,122.2,189.9,450.0,0.9008
33,1.100,2,668.7,232.9,706.0,331.7,0.3976
33,1.100,6,813.4,185.9,884.3,382.0,0.8141
33,1.100,7,907.3,154.3,954.5,387.4,0.8855
33,1.100,16,685.8,242.7,709.8,327.4,0.4793
33,1.100,4,657.0,270.6,680.5,333.9,0.5799
34,1.133,1,30.9,125.1,197.4,450.5,0.9023
34,1.133,2,669.1,233.5,706.5,331.7,0.4897
34,1.133,6,814.4,185.7,886.5,383.0,0.8114
34,1.133,7,904.9,154.0,953.6,387.6,0.8913
34,1.133,16,684.0,240.3,709.2,329.9,0.4336
34,1.133,4,657.3,270.7,681.1,334.2,0.5902
35,1.167,1,31.7,127.8,203.7,450.9,0.9256
35,1.167,2,669.3,233.9,706.7,331.7,0.4726
35,1.167,6,814.0,185.8,887.0,384.6,0.8037
35,1.167,7,903.0,153.5,953.2,387.5,0.9043
35,1.167,16,685.0,241.2,709.6,329.0,0.4175
35,1.167,4,657.3,271.1,681.3,334.6,0.6014
36,1.200,1,30.6,128.1,208.6,450.9,0.9244
36,1.200,2,670.6,237.7,706.7,331.2,0.4985
36,1.200,6,812.7,186.0,886.3,385.8,0.7703
36,1.200,7,901.4,153.3,953.1,388.0,0.9028
36,1.200,16,685.9,240.3,710.5,329.2,0.3941
36,1.200,4,657.8,269.6,682.3,334.1,0.6280
37,1.233,1,29.7,128.5,213.2,451.1,0.9011
37,1.233,2,669.7,235.9,706.7,331.4,0.5540
37,1.233,6,812.0,186.1,885.6,386.3,0.7795
37,1.233,7,899.7,153.0,953.1,388.9,0.9128
37,1.233,16,686.7,239.5,711.2,329.2,0.3674
37,1.233,4,658.5,269.4,683.2,334.1,0.6106
38,1.267,1,33.9,129.4,220.6,450.5,0.9018
38,1.267,2,669.6,235.2,706.8,331.4,0.5788
38,1.267,6,810.9,186.2,884.7,387.7,0.7761
38,1.267,7,898.2,152.9,953.2,390.3,0.9222
38,1.267,16,686.9,238.8,711.4,329.0,0.4050
38,1.267,4,659.0,269.4,683.5,333.9,0.6191
38,1.267,5,57.0,251.3,96.2,369.3,0.3998
39,1.300,1,43.9,128.9,232.1,450.7,0.9058
39,1.300,2,669.5,234.9,706.7,331.4,0.6012
39,1.300,6,808.5,186.5,881.6,388.7,0.7934
39,1.300,7,896.9,153.1,953.3,391.1,0.9235
39,1.300,16,687.0,238.4,711.3,328.8,0.3694
39,1.300,4,659.4,269.7,683.7,333.7,0.6380
39,1.300,5,57.0,250.4,96.8,371.3,0.3939
40,1.333,1,54.3,132.1,240.5,450.4,0.9051
40,1.333,2,669.7,234.8,706.8,331.4,0.5957
40,1.333,6,807.4,186.2,880.0,389.7,0.8006
40,1.333,7,895.9,153.4,953.6,391.3,0.9221
40,1.333,16,686.7,238.2,710.9,328.7,0.3458
40,1.333,4,659.6,269.8,683.8,333.4,0.6357
40,1.333,5,52.9,239.2,96.9,372.1,0.3677
41,1.367,1,65.0,133.4,250.0,449.7,0.8831
41,1.367,2,670.0,234.8,707.0,331.4,0.5999
41,1.367,6,806.4,186.1,878.6,390.6,0.7919
41,1.367,7,895.1,153.8,953.9,391.5,0.9185
41,1.367,16,685.8,237.8,710.3,328.7,0.3308
41,1.367,4,659.6,269.9,683.7,333.3,0.6281
41,1.367,5,53.9,234.4,99.6,372.1,0.5509
42,1.400,1,83.3,133.2,263.9,447.1,0.8753
42,1.400,2,670.2,234.8,707.0,331.3,0.6223
42,1.400,6,807.5,185.6,880.0,391.0,0.7647
42,1.400,7,894.3,154.0,954.5,393.6,0.9207
42,1.400,16,684.0,237.4,709.1,328.8,0.3312
42,1.400,4,659.8,269.8,683.7,332.9,0.6257
42,1.400,5,54.3,242.7,96.9,371.7,0.3219
43,1.433,1,100.6,134.3,275.5,444.2,0.8845
43,1.433,2,670.2,234.8,706.8,331.4,0.6386
43,1.433,6,806.6,184.7,879.5,391.4,0.7927
43,1.433,7,893.5,154.3,955.1,396.1,0.9203
43,1.433,4,659.9,269.7,683.8,332.8,0.5773
43,1.433,5,53.1,243.4,95.6,372.4,0.4988
44,1.467,1,117.6,133.5,285.6,440.2,0.8705
44,1.467,2,670.1,234.6,706.5,331.5,0.6347
44,1.467,6,806.1,183.5,879.5,391.2,0.7686
44,1.467,7,892.7,153.9,955.9,399.2,0.9203
44,1.467,16,684.1,237.0,709.9,328.5,0.2651
44,1.467,4,660.1,269.7,684.0,332.6,0.5732
44,1.467,5,53.1,247.0,94.6,372.5,0.5487
45,1.500,1,129.4,130.5,291.2,435.8,0.8469
45,1.500,2,670.0,234.5,706.2,331.6,0.6186
45,1.500,6,807.1,182.9,881.7,391.0,0.7759
45,1.500,7,892.1,152.8,956.7,401.2,0.9242
45,1.500,4,660.2,269.8,684.1,332.6,0.5551
45,1.500,5,52.9,250.1,93.8,372.7,0.4643
46,1.533,1,139.6,129.9,295.7,434.7,0.8477
46,1.533,2,670.1,234.5,706.0,331.6,0.6027
46,1.533,6,804.3,182.1,880.1,391.6,0.7882
46,1.533,7,891.7,151.5,957.2,401.9,0.9215
46,1.533,4,660.3,269.8,684.2,332.7,0.5920
46,1.533,5,51.8,247.4,93.9,372.6,0.5040
47,1.567,1,155.0,127.9,305.3,432.2,0.8501
47,1.567,2,670.1,234.5,705.7,331.7,0.6075
47,1.567,6,802.0,181.6,879.5,391.2,0.7886
47,1.567,7,891.3,149.5,957.7,402.3,0.9193
47,1.567,4,660.2,269.9,684.2,332.9,0.5893
47,1.567,5,53.0,245.1,95.6,372.7,0.4697
47,1.567,41,121.7,230.3,153.9,286.9,0.3921
48,1.600,1,169.3,129.8,314.8,431.9,0.9069
48,1.600,2,670.1,234.5,705.4,331.7,0.5917
48,1.600,6,799.4,179.8,878.7,391.0,0.7604
48,1.600,7,891.2,147.8,958.1,401.8,0.9141
48,1.600,4,660.2,269.9,684.2,332.8,0.5981
48,1.600,5,56.0,248.7,96.9,371.8,0.4633
48,1.600,41,121.7,230.2,153.8,286.8,0.4791
49,1.633,1,185.2,132.9,327.9,430.0,0.9010
49,1.633,2,670.3,234.5,705.2,331.7,0.5744
49,1.633,6,792.3,178.5,872.5,391.3,0.8167
49,1.633,7,890.9,145.9,958.3,400.8,0.9200
49,1.633,4,660.2,269.9,684.2,332.8,0.5943
49,1.633,5,57.4,253.5,96.8,371.5,0.5185
49,1.633,41,121.5,230.2,153.5,286.7,0.4168
50,1.667,1,194.0,133.6,336.9,429.0,0.8891
50,1.667,2,670.3,234.5,705.1,331.7,0.5702
50,1.667,6,788.6,177.8,869.9,392.5,0.7978
50,1.667,7,890.6,144.2,958.6,400.6,0.9168
50,1.667,16,688.8,238.3,713.7,328.5,0.2587
50,1.667,4,660.2,269.9,684.2,332.8,0.5936
50,1.667,5,54.5,248.0,95.9,372.3,0.4491
50,1.667,41,121.6,230.3,153.3,286.5,0.4416
50,1.667,43,171.3,221.4,216.1,349.9,0.6470
51,1.700,1,200.5,135.0,344.4,428.3,0.8928
51,1.700,2,670.4,234.5,704.9,331.8,0.5582
51,1.700,6,786.9,179.0,868.5,393.2,0.7887
51,1.700,7,890.3,143.3,958.7,400.4,0.9161
51,1.700,16,688.9,238.5,713.7,328.7,0.2580
51,1.700,4,660.2,269.9,684.1,332.8,0.6017
51,1.700,5,55.9,249.0,96.5,371.6,0.4746
51,1.700,41,121.3,230.3,153.2,286.9,0.4346
51,1.700,43,180.4,223.0,224.1,348.2,0.5662
52,1.733,1,206.2,138.5,351.0,427.8,0.9175
52,1.733,2,670.3,234.4,704.6,331.7,0.5763
52,1.733,6,786.0,178.5,868.0,393.0,0.7884
52,1.733,7,889.8,142.4,958.7,400.7,0.9093
52,1.733,16,689.1,238.7,713.7,328.6,0.2562
52,1.733,4,660.1,269.9,684.1,332.9,0.6081
52,1.733,5,58.4,256.6,96.5,371.6,0.5371
52,1.733,41,121.0,230.1,153.1,287.3,0.4244
52,1.733,43,188.7,220.1,234.4,350.8,0.5644
53,1.767,1,208.0,140.5,354.3,427.5,0.9207
53,1.767,2,670.4,234.5,704.5,331.7,0.5922
53,1.767,6,786.0,179.2,868.6,393.9,0.8122
53,1.767,7,889.1,142.0,958.6,401.9,0.9082
53,1.767,16,689.3,238.6,713.7,328.4,0.2534
53,1.767,4,660.1,269.8,684.0,332.9,0.6080
53,1.767,5,58.6,260.4,95.8,372.3,0.4337
53,1.767,41,120.7,230.2,152.5,287.4,0.3912
53,1.767,43,198.5,218.3,244.6,349.8,0.4402
54,1.800,1,210.3,141.0,358.3,427.8,0.9197
54,1.800,2,670.6,234.5,704.5,331.7,0.5882
54,1.800,6,786.7,180.4,869.6,394.9,0.7749
54,1.800,7,888.3,141.8,958.4,402.6,0.9004
54,1.800,16,689.0,238.6,713.5,328.4,0.2681
54,1.800,4,660.1,269.8,684.0,332.9,0.5958
54,1.800,5,58.6,255.5,97.3,372.4,0.4905
54,1.800,41,120.5,230.8,151.9,287.9,0.2599
54,1.800,43,194.3,222.7,240.0,352.2,0.5953
55,1.833,1,213.4,139.9,362.6,427.6,0.8965
55,1.833,2,670.7,234.5,704.4,331.6,0.5840
55,1.833,6,786.0,181.0,869.6,396.3,0.7380
55,1.833,7,887.1,141.4,958.0,403.9,0.8958
55,1.833,16,689.0,238.7,713.4,328.4,0.2782
55,1.833,4,660.0,269.7,684.0,332.9,0.5961
55,1.833,5,59.0,258.0,96.7,371.5,0.4795
55,1.833,41,120.6,231.5,151.6,288.1,0.3608
55,1.833,43,192.2,224.6,238.1,353.0,0.7127
56,1.867,1,219.2,137.7,368.4,426.8,0.8750
56,1.867,2,670.8,234.5,704.3,331.6,0.5764
56,1.867,6,783.3,181.3,868.2,398.7,0.7330
56,1.867,7,886.1,141.7,957.6,404.5,0.8873
56,1.867,16,688.9,238.7,713.3,328.5,0.2809
56,1.867,4,660.0,269.7,683.8,332.8,0.5889
56,1.867,5,59.1,261.4,95.7,371.2,0.4802
56,1.867,41,120.4,231.3,151.0,287.8,0.4192
56,1.867,43,191.6,224.6,238.1,353.4,0.7691
57,1.900,1,228.8,130.4,377.3,423.8,0.8602
57,1.900,2,670.8,234.6,704.1,331.6,0.5874
57,1.900,6,779.7,180.2,865.6,399.6,0.7102
57,1.900,7,884.5,141.7,956.9,405.1,0.8884
57,1.900,16,689.0,238.6,713.4,328.4,0.2664
57,1.900,4,659.8,269.7,683.5,332.8,0.5912
57,1.900,5,59.1,262.9,95.3,371.5,0.4706
57,1.900,43,191.5,224.9,238.4,353.2,0.7721
58,1.933,1,239.3,127.4,385.6,423.2,0.8441
58,1.933,2,670.9,234.6,704.0,331.5,0.5892
58,1.933,6,778.0,178.4,864.9,399.4,0.7168
58,1.933,7,883.2,142.5,955.8,403.3,0.8891
58,1.933,16,689.2,238.8,713.4,328.3,0.2607
58,1.933,4,659.6,269.8,683.3,332.8,0.5878
58,1.933,5,59.1,263.5,95.1,371.7,0.4545
58,1.933,43,191.4,224.1,239.2,353.2,0.7345
59,1.967,1,263.6,129.2,404.6,422.8,0.8114
59,1.967,2,671.0,234.6,703.9,331.6,0.5941
59,1.967,6,773.7,176.1,862.3,399.3,0.7176
59,1.967,7,881.4,142.5,955.3,404.1,0.8831
59,1.967,16,689.3,238.7,713.4,328.2,0.2530
59,1.967,4,659.5,269.8,683.2,333.0,0.5822
59,1.967,5,59.2,263.6,95.3,371.9,0.4718
59,1.967,43,190.9,224.5,239.2,353.0,0.7592
60,2.000,1,280.9,129.3,418.4,422.2,0.8740
60,2.000,2,671.4,234.8,704.2,331.7,0.5741
60,2.000,6,771.3,174.7,861.3,399.8,0.7599
60,2.000,7,879.8,142.1,955.3,406.6,0.8899
60,2.000,16,688.4,238.0,713.0,328.6,0.2672
60,2.000,4,659.5,269.5,683.3,333.3,0.5435
60,2.000,5,59.7,262.7,95.9,371.8,0.4745
60,2.000,43,190.5,223.6,239.7,353.2,0.7785
61,2.033,1,291.9,131.8,425.9,421.7,0.8977
61,2.033,2,671.5,234.8,704.3,331.7,0.5754
61,2.033,6,767.3,173.7,858.7,400.0,0.7525
61,2.033,7,878.5,141.8,955.5,408.3,0.8846
61,2.033,16,688.0,237.8,712.9,328.8,0.2605
61,2.033,4,659.5,269.4,683.3,333.4,0.5532
61,2.033,5,59.7,262.4,96.1,371.8,0.4852
61,2.033,43,191.4,223.4,241.1,353.4,0.7734
62,2.067,1,302.4,134.2,434.2,422.1,0.8774
62,2.067,2,671.5,234.9,704.2,331.7,0.5798
62,2.067,6,762.1,173.9,854.2,400.3,0.8579
62,2.067,7,876.7,141.6,954.8,408.3,0.8882
62,2.067,4,659.5,269.9,683.1,333.5,0.5417
62,2.067,5,59.9,258.3,97.7,372.4,0.4555
62,2.067,43,193.6,222.1,243.6,353.3,0.7644
